id_setor_censitario,sigla_uf,v002,v003,v004
355030875000145,SP1,80650,80650,0
355030855000336,SP1,93927,93927,0
355030858000256,SP1,44835,44835,0
355030876000357,SP1,112023,112023,0
355030822000228,SP1,364134,364134,0
355030857000091,SP1,94514,94514,0
355030844000197,SP1,69212,69212,0
355030847000121,SP1,87598,87598,0
355030830000640,SP1,53139,53139,0
355030833000187,SP1,83826,83826,0
355030830000642,SP1,94070,94070,0
355030813000221,SP1,81178,81178,0
355030811000096,SP1,271490,271490,0
355030830000673,SP1,61470,61470,0
355030853000133,SP1,42240,42240,0
355030883000163,SP1,476645,476645,0
355030884000209,SP1,39573,39573,0
355030817000322,SP1,85370,85370,0
355030836000277,SP1,80955,80955,0
355030844000198,SP1,88550,88550,0
355030839000147,SP1,73161,73161,0
355030819000177,SP1,112561,112561,0
355030830000139,SP1,42370,42370,0
355030813000226,SP1,64056,64056,0
355030896000235,SP1,41414,41414,0
355030828000177,SP1,71411,71411,0
355030830000469,SP1,145520,145520,0
355030876000352,SP1,117004,117004,0
355030811000313,SP1,104372,104372,0
355030817000157,SP1,62354,62354,0
355030838000387,SP1,95281,94081,1200
355030863000211,SP1,132935,132135,800
355030823000225,SP1,66577,66577,0
355030830000636,SP1,105316,105316,0
355030895000107,SP1,129530,129530,0
355030861000100,SP1,82264,82264,0
355030876000163,SP1,197342,197342,0
355030875000069,SP1,264294,264294,0
355030867000018,SP1,142540,142540,0
355030876000381,SP1,125440,125440,0
355030858000252,SP1,71208,71208,0
355030817000089,SP1,72757,72757,0
355030846000382,SP1,74058,74058,0
355030823000236,SP1,120565,120565,0
355030811000080,SP1,100595,100595,0
355030875000174,SP1,91105,91105,0
355030867000051,SP1,147950,147950,0
355030811000272,SP1,222927,222927,0
355030844000196,SP1,112698,112698,0
355030884000194,SP1,276278,276278,0
355030865000063,SP1,87391,87391,0
355030846000118,SP1,185181,185181,0
355030817000076,SP1,216287,216287,0
355030819000127,SP1,182659,182659,0
355030838000318,SP1,73820,73120,700
355030865000066,SP1,157985,157985,0
355030817000210,SP1,161814,161814,0
355030817000117,SP1,151410,151410,0
355030827000182,SP1,156770,156770,0
355030825000315,SP1,84000,84000,0
355030843000408,SP1,108845,108845,0
355030803000051,SP1,149244,149244,0
355030822000329,SP1,182321,182321,0
355030875000118,SP1,150170,150170,0
355030837000249,SP1,271041,271041,0
355030873000220,SP1,95066,95066,0
355030819000104,SP1,217839,217839,0
355030864000066,SP1,198760,198760,0
355030817000152,SP1,269463,269463,0
355030824000145,SP1,146614,146614,0
355030844000004,SP1,180889,180889,0
355030821000036,SP1,161308,161308,0
355030846000059,SP1,280898,280898,0
355030822000317,SP1,142229,142229,0
355030822000365,SP1,204730,204730,0
355030818000001,SP1,195996,195996,0
355030881000089,SP1,346257,346257,0
355030824000161,SP1,252190,252190,0
355030883000047,SP1,141622,141622,0
355030824000058,SP1,232343,232343,0
355030884000197,SP1,204270,204270,0
355030896000199,SP1,180630,180630,0
355030836000290,SP1,214781,214781,0
355030896000050,SP1,325110,325110,0
355030838000271,SP1,222182,222182,0
355030836000305,SP1,230636,230636,0
355030833000007,SP1,217723,217723,0
355030838000029,SP1,174969,174969,0
355030895000118,SP1,166940,166940,0
355030818000116,SP1,293250,293250,0
355030836000289,SP1,231030,231030,0
355030811000128,SP1,243558,243558,0
355030858000136,SP1,181272,181272,0
355030819000321,SP1,376915,376915,0
355030838000059,SP1,287700,287700,0
355030846000355,SP1,219306,219306,0
355030818000097,SP1,211348,211348,0
355030814000031,SP1,292646,292646,0
355030847000058,SP1,213310,213310,0
355030824000048,SP1,364188,364188,0
355030886000057,SP1,343451,343451,0
355030876000283,SP1,329210,329210,0
355030892000190,SP1,313904,313904,0
355030829000091,SP1,303530,303530,0
355030843000093,SP1,223614,223614,0
355030843000188,SP1,343408,343408,0
355030873000132,SP1,377524,377524,0
355030836000157,SP1,175202,175202,0
355030884000193,SP1,367358,367358,0
355030881000075,SP1,716469,716469,0
355030884000097,SP1,352664,352664,0
355030876000028,SP1,332792,332792,0
355030892000197,SP1,346065,346065,0
355030819000245,SP1,314713,314713,0
355030817000159,SP1,295831,295831,0
355030868000331,SP1,338721,338721,0
355030828000145,SP1,281488,281488,0
355030850000010,SP1,290093,290093,0
355030850000076,SP1,251517,251517,0
355030875000048,SP1,314176,314176,0
355030830000260,SP1,388903,388903,0
355030829000126,SP1,262540,262540,0
355030818000091,SP1,410595,410595,0
355030847000057,SP1,432300,432300,0
355030818000102,SP1,404545,404545,0
355030828000022,SP1,272555,272555,0
355030838000295,SP1,478542,478542,0
355030818000060,SP1,318180,318180,0
355030873000117,SP1,415374,415374,0
355030893000056,SP1,392521,392521,0
355030865000104,SP1,372800,372800,0
355030817000208,SP1,259629,259629,0
355030836000152,SP1,343229,343229,0
355030872000076,SP1,320031,320031,0
355030828000049,SP1,492228,492228,0
355030813000122,SP1,261051,261051,0
355030861000089,SP1,314182,314182,0
355030864000077,SP1,350170,350170,0
355030850000122,SP1,320664,320664,0
355030819000046,SP1,301192,301192,0
355030819000092,SP1,356590,356590,0
355030865000084,SP1,551877,551877,0
355030811000123,SP1,320363,320363,0
355030868000330,SP1,274461,274461,0
355030891000106,SP1,363102,363102,0
355030873000029,SP1,422470,422470,0
355030873000062,SP1,380754,364339,16415
355030821000129,SP1,323567,323567,0
355030811000057,SP1,434179,434179,0
355030846000069,SP1,325298,325298,0
355030842000028,SP1,466883,466883,0
355030805000108,SP1,378253,378253,0
355030822000067,SP1,351720,351720,0
355030804000002,SP1,394260,394260,0
355030825000091,SP1,258523,258523,0
355030811000120,SP1,292575,292575,0
355030825000298,SP1,326163,326163,0
355030864000001,SP1,449081,449081,0
355030836000235,SP1,444010,444010,0
355030885000010,SP1,325014,325014,0
355030891000024,SP1,457379,457379,0
355030858000018,SP1,429856,429856,0
355030876000056,SP1,409216,409216,0
355030868000291,SP1,266029,266029,0
355030804000017,SP1,353070,353070,0
355030868000051,SP1,417404,417404,0
355030892000039,SP1,363418,363418,0
355030801000091,SP1,369172,369172,0
355030801000038,SP1,467724,467724,0
355030891000093,SP1,293255,293255,0
355030823000111,SP1,664154,664154,0
355030876000067,SP1,453335,453335,0
355030856000008,SP1,515522,513362,2160
355030840000012,SP1,365482,365482,0
355030838000061,SP1,378374,378374,0
355030872000098,SP1,725808,725298,510
355030873000124,SP1,670585,670585,0
355030822000359,SP1,340120,340120,0
355030877000120,SP1,374687,374687,0
355030821000044,SP1,319080,319080,0
355030842000112,SP1,433237,433237,0
355030857000033,SP1,437271,437271,0
355030861000037,SP1,320934,320934,0
355030868000050,SP1,642786,642786,0
355030858000214,SP1,442536,442536,0
355030872000101,SP1,306674,306674,0
355030889000100,SP1,431548,430798,750
355030822000302,SP1,398259,398259,0
355030867000113,SP1,363653,363653,0
355030865000108,SP1,346782,346782,0
355030834000140,SP1,381463,381463,0
355030868000045,SP1,308149,308149,0
355030882000151,SP1,444385,444385,0
355030839000139,SP1,342499,342499,0
355030804000003,SP1,454037,454037,0
355030868000047,SP1,486058,486058,0
355030891000073,SP1,434134,434134,0
355030895000043,SP1,360962,360962,0
355030895000099,SP1,523155,523155,0
355030828000144,SP1,301771,301771,0
355030838000068,SP1,387799,387799,0
355030837000192,SP1,370264,370264,0
355030850000057,SP1,375738,375738,0
355030838000007,SP1,548160,540990,7170
355030867000052,SP1,308002,308002,0
355030863000022,SP1,448241,448241,0
355030817000232,SP1,429284,429284,0
355030873000154,SP1,362093,362093,0
355030863000209,SP1,507143,507143,0
355030858000146,SP1,410652,410652,0
355030804000123,SP1,398902,398902,0
355030889000013,SP1,573916,573916,0
355030812000071,SP1,449095,449095,0
355030891000066,SP1,631404,631404,0
355030808000027,SP1,488877,488877,0
355030863000048,SP1,593941,593941,0
355030864000042,SP1,402190,402190,0
355030844000096,SP1,427738,427738,0
355030836000022,SP1,448934,448934,0
355030896000226,SP1,405697,405697,0
355030813000134,SP1,388360,385360,3000
355030822000037,SP1,432564,432564,0
355030822000015,SP1,593225,593225,0
355030867000087,SP1,467240,467240,0
355030892000052,SP1,512545,512545,0
355030885000123,SP1,574460,574460,0
355030867000046,SP1,609739,609739,0
355030838000102,SP1,516471,516471,0
355030839000096,SP1,709901,709901,0
355030814000027,SP1,577671,577671,0
355030893000075,SP1,709434,709434,0
355030885000061,SP1,640508,640508,0
355030846000096,SP1,487847,487847,0
355030829000123,SP1,480281,480281,0
355030868000074,SP1,576381,576381,0
355030846000188,SP1,401187,401187,0
355030861000004,SP1,445407,445407,0
355030829000133,SP1,351835,351835,0
355030892000060,SP1,603426,603426,0
355030864000038,SP1,513792,513792,0
355030820000015,SP1,530382,530382,0
355030846000184,SP1,855075,855075,0
355030829000058,SP1,391018,391018,0
355030865000068,SP1,480771,480771,0
355030872000134,SP1,666880,666880,0
355030837000083,SP1,594865,594865,0
355030874000089,SP1,521944,521944,0
355030870000053,SP1,448191,448191,0
355030804000122,SP1,538556,538556,0
355030876000307,SP1,712185,712185,0
355030804000015,SP1,636960,636960,0
355030881000066,SP1,633947,633947,0
355030863000024,SP1,504753,504753,0
355030850000088,SP1,535343,535343,0
355030824000139,SP1,569374,568374,1000
355030881000135,SP1,506426,506426,0
355030829000001,SP1,612954,612954,0
355030842000168,SP1,520867,520867,0
355030889000099,SP1,534130,534130,0
355030863000086,SP1,401748,401748,0
355030828000037,SP1,445568,445568,0
355030840000022,SP1,647232,647232,0
355030882000086,SP1,653734,653734,0
355030838000286,SP1,730412,730412,0
355030838000064,SP1,596325,596325,0
355030887000034,SP1,533863,533863,0
355030827000101,SP1,512173,512173,0
355030813000097,SP1,736274,736274,0
355030873000110,SP1,594458,594458,0
355030891000090,SP1,575250,575250,0
355030828000025,SP1,427979,427979,0
355030885000051,SP1,539649,539649,0
355030819000066,SP1,450996,450996,0
355030859000084,SP1,511389,511389,0
355030829000054,SP1,673856,673856,0
355030868000170,SP1,523978,522678,1300
355030884000061,SP1,559370,559370,0
355030814000004,SP1,579875,579875,0
355030878000021,SP1,518292,518292,0
355030818000020,SP1,784133,784133,0
355030856000005,SP1,863956,863956,0
355030819000014,SP1,600709,600709,0
355030893000129,SP1,549510,549510,0
355030873000114,SP1,589160,589160,0
355030885000065,SP1,584156,584156,0
355030827000028,SP1,651331,651331,0
355030867000206,SP1,686121,686121,0
355030838000123,SP1,785319,785319,0
355030847000031,SP1,595238,595238,0
355030864000133,SP1,564680,564680,0
355030827000035,SP1,687256,687256,0
355030893000079,SP1,629349,629349,0
355030891000018,SP1,644054,644054,0
355030881000137,SP1,715129,715129,0
355030840000027,SP1,906036,906036,0
355030805000113,SP1,498125,498125,0
355030889000142,SP1,1112559,1112559,0
355030849000098,SP1,660193,660193,0
355030805000073,SP1,589550,589550,0
355030892000101,SP1,620721,620721,0
355030876000201,SP1,801296,801296,0
355030805000076,SP1,695525,695525,0
355030837000226,SP1,724565,724565,0
355030820000109,SP1,521724,521724,0
355030838000285,SP1,668568,668568,0
355030801000021,SP1,904578,904578,0
355030822000115,SP1,757588,757588,0
355030821000039,SP1,669442,669442,0
355030881000034,SP1,878511,878511,0
355030890000144,SP1,1104133,1104133,0
355030868000133,SP1,797801,797801,0
355030886000014,SP1,806938,806938,0
355030888000031,SP1,713941,713941,0
355030851000007,SP1,799790,799790,0
355030814000012,SP1,523888,502606,21282
355030824000071,SP1,703140,703140,0
355030870000130,SP1,839548,839548,0
355030805000072,SP1,675229,675229,0
355030885000011,SP1,733440,733440,0
355030805000111,SP1,683856,683856,0
355030877000022,SP1,2265884,2265884,0
355030859000036,SP1,855575,855575,0
355030805000079,SP1,542946,542946,0
355030818000145,SP1,791972,791972,0
355030821000065,SP1,1244315,1244315,0
355030815000006,SP1,1327299,1327299,0
355030805000027,SP1,794875,794875,0
355030882000012,SP1,799821,799821,0
355030853000038,SP1,1180001,1179201,800
355030874000063,SP1,820012,820012,0
355030853000053,SP1,746905,746905,0
355030821000054,SP1,721118,721118,0
355030849000097,SP1,1014478,1014478,0
355030816000131,SP1,608221,608221,0
355030809000031,SP1,573500,573500,0
355030873000184,SP1,903175,903175,0
355030820000035,SP1,1019173,1019173,0
355030879000002,SP1,1186595,1186595,0
355030829000004,SP1,1173852,1173852,0
355030804000111,SP1,972588,972588,0
355030882000066,SP1,1021336,1021336,0
355030805000095,SP1,800984,800984,0
355030838000134,SP1,905510,905510,0
355030891000134,SP1,1078442,1078442,0
355030801000001,SP1,907777,903817,3960
355030890000146,SP1,1169371,1169371,0
355030886000060,SP1,911933,911933,0
355030877000020,SP1,1628945,1628945,0
355030801000122,SP1,1298721,1298721,0
355030817000020,SP1,931779,931779,0
355030820000008,SP1,1058598,1058598,0
355030838000074,SP1,902073,902073,0
355030886000034,SP1,1096778,1095778,1000
355030893000014,SP1,1164635,1164635,0
355030801000070,SP1,1028804,1028804,0
355030846000287,SP1,996770,996770,0
355030834000106,SP1,2311081,2311081,0
355030853000089,SP1,1019166,1019166,0
355030807000095,SP1,683246,664201,19045
355030859000042,SP1,1006852,1006852,0
355030823000026,SP1,996138,996138,0
355030850000026,SP1,1065927,1065387,540
355030818000157,SP1,1135939,1135939,0
355030816000133,SP1,1109005,1109005,0
355030851000031,SP1,1794037,1794037,0
355030821000090,SP1,2050205,2050205,0
355030863000140,SP1,1127125,1127125,0
355030857000052,SP1,1379678,1379678,0
355030869000045,SP1,986277,986277,0
355030880000059,SP1,1259801,1259801,0
355030851000133,SP1,1651303,1651303,0
355030891000126,SP1,1790309,1790309,0
355030822000182,SP1,1601816,1601816,0
355030820000113,SP1,3428702,3428702,0
355030844000224,SP1,80992,80992,0
355030833000165,SP1,154740,154740,0
355030830000641,SP1,60501,60501,0
355030830000185,SP1,73903,73903,0
355030892000217,SP1,111373,111373,0
355030858000077,SP1,79880,79880,0
355030843000338,SP1,35015,35015,0
355030855000320,SP1,77520,77520,0
355030855000331,SP1,85359,85359,0
355030894000260,SP1,1077339,1077339,0
355030852000029,SP1,42598,42598,0
355030843000361,SP1,52521,52521,0
355030838000330,SP1,58315,58315,0
355030819000068,SP1,117068,117068,0
355030837000283,SP1,59185,59185,0
355030855000028,SP1,141825,141825,0
355030817000242,SP1,106900,106900,0
355030822000263,SP1,109859,109859,0
355030822000366,SP1,97370,97370,0
355030838000088,SP1,116784,116784,0
355030817000249,SP1,224596,224596,0
355030822000348,SP1,122460,122460,0
355030875000188,SP1,62206,62206,0
355030846000354,SP1,100236,100236,0
355030825000335,SP1,41453,41453,0
355030830000658,SP1,70460,70460,0
355030855000007,SP1,39142,39142,0
355030819000197,SP1,92042,92042,0
355030838000397,SP1,95357,95357,0
355030842000279,SP1,65631,65631,0
355030828000167,SP1,51330,51330,0
355030830000352,SP1,48310,48310,0
355030830000351,SP1,93275,93275,0
355030881000298,SP1,67280,67280,0
355030884000137,SP1,67880,67880,0
355030848000125,SP1,275525,275525,0
355030830000434,SP1,111702,111702,0
355030896000193,SP1,97965,97965,0
355030852000030,SP1,34128,34128,0
355030872000095,SP1,291477,291477,0
355030872000188,SP1,75745,75745,0
355030838000392,SP1,137441,137441,0
355030819000387,SP1,67944,67944,0
355030836000118,SP1,101651,101651,0
355030813000219,SP1,103251,103251,0
355030868000236,SP1,71956,71956,0
355030830000678,SP1,129530,129530,0
355030813000211,SP1,93196,93196,0
355030875000206,SP1,111588,111588,0
355030825000268,SP1,89787,89787,0
355030833000200,SP1,94570,94570,0
355030877000210,SP1,133965,133965,0
355030867000172,SP1,251130,251130,0
355030875000204,SP1,65074,65074,0
355030876000346,SP1,213489,213489,0
355030843000234,SP1,103914,103914,0
355030884000129,SP1,140386,140386,0
355030833000159,SP1,73042,73042,0
355030843000392,SP1,130263,130263,0
355030841000064,SP1,146910,146910,0
355030843000235,SP1,73295,73295,0
355030874000043,SP1,188642,188642,0
355030803000113,SP1,111525,111525,0
355030867000024,SP1,155460,155460,0
355030813000080,SP1,251859,251859,0
355030879000032,SP1,151023,151023,0
355030803000078,SP1,114651,114651,0
355030836000207,SP1,202563,202563,0
355030813000143,SP1,164620,164620,0
355030875000037,SP1,492869,492869,0
355030858000153,SP1,139513,139513,0
355030875000205,SP1,78880,78880,0
355030833000182,SP1,130034,130034,0
355030811000148,SP1,329156,329156,0
355030852000048,SP1,103057,103057,0
355030811000381,SP1,234726,234726,0
355030846000208,SP1,248169,248169,0
355030896000195,SP1,159958,159958,0
355030858000177,SP1,148961,148961,0
355030868000300,SP1,252627,252627,0
355030836000276,SP1,90261,90261,0
355030811000287,SP1,188286,188286,0
355030843000391,SP1,132160,132160,0
355030823000165,SP1,140835,140835,0
355030829000111,SP1,373794,373794,0
355030837000052,SP1,236784,236784,0
355030817000298,SP1,299887,299887,0
355030844000111,SP1,288765,288765,0
355030837000229,SP1,240745,240745,0
355030841000065,SP1,164762,164762,0
355030813000214,SP1,199856,199856,0
355030843000225,SP1,161814,161814,0
355030841000066,SP1,452383,452383,0
355030824000151,SP1,220497,220497,0
355030830000410,SP1,247126,247126,0
355030822000199,SP1,177008,177008,0
355030819000390,SP1,153371,153371,0
355030819000368,SP1,125423,125423,0
355030824000085,SP1,377879,377879,0
355030846000327,SP1,194673,194673,0
355030874000078,SP1,169372,169372,0
355030846000122,SP1,236980,236980,0
355030861000036,SP1,186728,186728,0
355030829000207,SP1,368287,368287,0
355030846000174,SP1,424723,424723,0
355030825000020,SP1,305982,305982,0
355030855000270,SP1,222355,222355,0
355030881000081,SP1,329680,329680,0
355030857000053,SP1,309411,309411,0
355030864000146,SP1,120553,120553,0
355030825000148,SP1,135304,135304,0
355030855000029,SP1,158398,158398,0
355030844000125,SP1,249205,249205,0
355030836000070,SP1,163314,163314,0
355030836000197,SP1,204400,204400,0
355030830000220,SP1,223860,223860,0
355030833000027,SP1,175500,175500,0
355030857000008,SP1,253094,253094,0
355030855000266,SP1,110358,110358,0
355030805000041,SP1,214181,214181,0
355030838000169,SP1,182452,182452,0
355030842000020,SP1,322141,321141,1000
355030819000348,SP1,214885,214885,0
355030842000014,SP1,161102,161102,0
355030896000222,SP1,289442,288942,500
355030831000136,SP1,440277,440277,0
355030830000405,SP1,165445,165445,0
355030829000145,SP1,364198,364198,0
355030838000202,SP1,196744,196744,0
355030811000052,SP1,293756,293216,540
355030841000031,SP1,400385,400385,0
355030875000057,SP1,313409,313409,0
355030887000038,SP1,161613,161613,0
355030892000181,SP1,208490,208490,0
355030843000289,SP1,362172,362172,0
355030817000247,SP1,272469,270969,1500
355030886000026,SP1,259311,259311,0
355030846000089,SP1,203197,203197,0
355030831000141,SP1,226156,226156,0
355030811000245,SP1,295347,295347,0
355030889000152,SP1,350613,350613,0
355030822000367,SP1,197190,197190,0
355030829000193,SP1,274840,274840,0
355030850000101,SP1,309344,309344,0
355030828000012,SP1,347730,347730,0
355030822000335,SP1,301250,301250,0
355030828000007,SP1,164463,164463,0
355030846000303,SP1,247921,247921,0
355030896000029,SP1,375488,375488,0
355030838000171,SP1,363665,361665,2000
355030836000304,SP1,426518,426518,0
355030889000138,SP1,379540,379540,0
355030843000334,SP1,254731,254731,0
355030850000121,SP1,328635,328635,0
355030805000096,SP1,418058,418058,0
355030872000175,SP1,240005,240005,0
355030839000135,SP1,327143,327143,0
355030874000009,SP1,351292,351292,0
355030847000114,SP1,389990,389990,0
355030867000122,SP1,394431,394431,0
355030859000021,SP1,379337,379337,0
355030864000012,SP1,402744,402744,0
355030873000156,SP1,610845,610845,0
355030876000170,SP1,320632,320632,0
355030811000155,SP1,306361,306361,0
355030864000025,SP1,346392,346392,0
355030872000006,SP1,288044,288044,0
355030808000028,SP1,395469,395469,0
355030893000042,SP1,381895,381895,0
355030889000102,SP1,439843,439843,0
355030865000032,SP1,658371,658371,0
355030846000076,SP1,426955,426955,0
355030868000289,SP1,273611,273611,0
355030876000069,SP1,479838,479838,0
355030805000082,SP1,334655,334655,0
355030851000048,SP1,343289,343289,0
355030889000011,SP1,347007,347007,0
355030846000005,SP1,495184,495184,0
355030815000031,SP1,388655,388655,0
355030837000222,SP1,432568,432568,0
355030887000199,SP1,374703,374703,0
355030837000122,SP1,425127,425127,0
355030805000048,SP1,353459,353459,0
355030893000102,SP1,405727,405727,0
355030872000105,SP1,548027,548027,0
355030873000171,SP1,370173,370173,0
355030819000320,SP1,455113,454313,800
355030822000351,SP1,477844,477844,0
355030838000129,SP1,470458,470458,0
355030892000205,SP1,391121,391121,0
355030864000092,SP1,449310,449310,0
355030823000231,SP1,287901,287901,0
355030867000002,SP1,461374,459374,2000
355030891000140,SP1,413304,413304,0
355030892000035,SP1,487955,487955,0
355030837000119,SP1,359092,359092,0
355030873000093,SP1,316859,316859,0
355030824000113,SP1,464798,464798,0
355030859000133,SP1,503176,502876,300
355030804000073,SP1,304106,304106,0
355030863000199,SP1,377472,377472,0
355030865000199,SP1,520019,520019,0
355030874000023,SP1,437255,437255,0
355030817000009,SP1,342010,342010,0
355030874000068,SP1,393959,393959,0
355030829000134,SP1,561825,561825,0
355030847000074,SP1,363680,363680,0
355030828000078,SP1,380219,380219,0
355030865000177,SP1,463817,462117,1700
355030873000199,SP1,405315,405315,0
355030889000119,SP1,410598,410598,0
355030868000058,SP1,379141,379141,0
355030881000003,SP1,456553,456553,0
355030828000156,SP1,426576,426576,0
355030821000041,SP1,394772,394772,0
355030847000033,SP1,372647,372647,0
355030876000285,SP1,622348,622348,0
355030895000056,SP1,540579,540579,0
355030846000109,SP1,390678,390678,0
355030891000088,SP1,573118,573118,0
355030873000007,SP1,552590,552590,0
355030867000009,SP1,419372,419372,0
355030867000232,SP1,430775,430775,0
355030850000067,SP1,598487,598487,0
355030892000121,SP1,402790,402790,0
355030885000060,SP1,530589,530589,0
355030885000087,SP1,403683,403683,0
355030847000059,SP1,379920,379920,0
355030872000044,SP1,428330,428330,0
355030830000245,SP1,495722,495722,0
355030813000027,SP1,517576,517576,0
355030820000039,SP1,526019,526019,0
355030847000091,SP1,513121,513121,0
355030840000001,SP1,624960,624960,0
355030891000031,SP1,461470,461470,0
355030804000057,SP1,456656,456056,600
355030851000136,SP1,625351,625351,0
355030837000021,SP1,500195,500195,0
355030887000071,SP1,453400,453400,0
355030846000126,SP1,521421,521421,0
355030855000023,SP1,353635,353635,0
355030813000065,SP1,407051,407051,0
355030804000110,SP1,446983,446983,0
355030864000040,SP1,537357,537357,0
355030844000094,SP1,437671,437671,0
355030887000013,SP1,639247,639247,0
355030805000002,SP1,493635,493635,0
355030817000093,SP1,413666,413666,0
355030834000088,SP1,377511,377511,0
355030829000039,SP1,607084,607084,0
355030866000068,SP1,427223,427223,0
355030829000105,SP1,496669,496669,0
355030827000064,SP1,623445,623445,0
355030882000096,SP1,415349,415349,0
355030816000027,SP1,952348,952348,0
355030819000025,SP1,412576,412576,0
355030870000066,SP1,891349,891349,0
355030864000064,SP1,333798,333798,0
355030859000102,SP1,622876,616876,6000
355030816000062,SP1,485766,485766,0
355030891000102,SP1,628715,628715,0
355030889000104,SP1,685536,685536,0
355030889000098,SP1,699309,699309,0
355030892000055,SP1,418640,418640,0
355030830000285,SP1,541260,541260,0
355030801000015,SP1,791262,791262,0
355030864000107,SP1,501788,501788,0
355030885000073,SP1,519779,519779,0
355030882000141,SP1,501090,501090,0
355030891000080,SP1,617481,617481,0
355030849000114,SP1,440833,440833,0
355030872000023,SP1,689885,689885,0
355030818000025,SP1,656119,656119,0
355030886000003,SP1,762063,762063,0
355030878000024,SP1,413451,413451,0
355030828000031,SP1,640196,640196,0
355030889000039,SP1,607334,606934,400
355030885000068,SP1,714863,714863,0
355030895000030,SP1,670151,670151,0
355030838000308,SP1,468451,468451,0
355030882000022,SP1,604914,604914,0
355030836000065,SP1,549893,549893,0
355030827000047,SP1,813253,812753,500
355030838000046,SP1,560383,560383,0
355030820000108,SP1,600703,600703,0
355030859000101,SP1,697482,697482,0
355030824000042,SP1,740708,740708,0
355030892000014,SP1,760871,760871,0
355030885000085,SP1,581159,581159,0
355030861000009,SP1,770609,770609,0
355030828000035,SP1,565635,565635,0
355030872000015,SP1,636223,636223,0
355030872000033,SP1,594011,594011,0
355030809000034,SP1,977035,977035,0
355030821000070,SP1,601722,601722,0
355030846000292,SP1,915444,915444,0
355030847000071,SP1,564466,564466,0
355030872000066,SP1,654472,654472,0
355030876000119,SP1,625724,625724,0
355030872000004,SP1,513941,513941,0
355030872000001,SP1,729179,729179,0
355030878000016,SP1,629253,629253,0
355030875000075,SP1,611769,611769,0
355030881000159,SP1,738642,738642,0
355030813000118,SP1,656003,656003,0
355030842000240,SP1,743105,743105,0
355030837000012,SP1,740550,740550,0
355030876000235,SP1,872375,870675,1700
355030816000026,SP1,937783,937783,0
355030803000026,SP1,847882,847882,0
355030823000025,SP1,813874,813874,0
355030849000006,SP1,1452595,1451595,1000
355030885000008,SP1,790131,790131,0
355030872000072,SP1,623585,623585,0
355030820000111,SP1,572082,572082,0
355030801000068,SP1,881466,881466,0
355030805000134,SP1,772078,772078,0
355030895000039,SP1,922813,922813,0
355030895000001,SP1,927860,927860,0
355030839000043,SP1,876048,876048,0
355030878000002,SP1,591364,591364,0
355030850000036,SP1,774821,774821,0
355030816000040,SP1,660408,660408,0
355030812000007,SP1,906123,905203,920
355030893000067,SP1,730518,730518,0
355030892000064,SP1,844118,844118,0
355030869000057,SP1,769041,769041,0
355030805000074,SP1,707246,707246,0
355030881000022,SP1,810188,810188,0
355030863000040,SP1,868668,868668,0
355030863000083,SP1,801116,801116,0
355030870000208,SP1,1265268,1265268,0
355030893000004,SP1,830997,830997,0
355030883000006,SP1,1773413,1772813,600
355030868000234,SP1,801946,801946,0
355030891000032,SP1,710761,710761,0
355030863000028,SP1,862205,862205,0
355030892000160,SP1,1001257,1001257,0
355030821000037,SP1,805703,805703,0
355030861000001,SP1,710260,710260,0
355030820000034,SP1,725755,725755,0
355030837000026,SP1,965870,965870,0
355030848000022,SP1,1025313,1025313,0
355030882000121,SP1,830614,830614,0
355030850000016,SP1,987118,987118,0
355030850000027,SP1,801268,801268,0
355030887000186,SP1,719138,719138,0
355030840000014,SP1,770267,770267,0
355030850000062,SP1,1017514,1017514,0
355030842000080,SP1,757044,757044,0
355030823000014,SP1,980357,980357,0
355030880000113,SP1,1138631,1138631,0
355030891000047,SP1,921946,921946,0
355030808000023,SP1,881163,879163,2000
355030820000055,SP1,1099436,1099436,0
355030895000003,SP1,1269045,1269045,0
355030879000024,SP1,855104,855104,0
355030869000094,SP1,751153,751153,0
355030819000065,SP1,775379,775379,0
355030823000093,SP1,1508073,1508073,0
355030871000033,SP1,1022150,1022150,0
355030819000181,SP1,1299833,1299833,0
355030846000009,SP1,934428,934428,0
355030883000215,SP1,3442188,3442188,0
355030851000018,SP1,1192275,1192275,0
355030872000089,SP1,1020982,1020982,0
355030848000024,SP1,1126855,1113405,13450
355030882000115,SP1,950399,950399,0
355030822000232,SP1,1726480,1726480,0
355030823000137,SP1,1906530,1906530,0
355030891000058,SP1,1733277,1732577,700
355030863000030,SP1,2923679,2923679,0
355030830000671,SP1,124652,124652,0
355030833000218,SP1,64488,64488,0
355030850000129,SP1,84564,84564,0
355030819000281,SP1,120582,120582,0
355030843000046,SP1,112693,112693,0
355030830000346,SP1,171330,171330,0
355030817000096,SP1,161458,161458,0
355030876000318,SP1,93147,93147,0
355030855000208,SP1,80464,80464,0
355030817000331,SP1,134624,134624,0
355030881000323,SP1,77442,77442,0
355030876000165,SP1,84980,84980,0
355030867000028,SP1,62304,62304,0
355030896000198,SP1,68859,68859,0
355030830000322,SP1,156530,156530,0
355030861000138,SP1,55709,55709,0
355030843000310,SP1,114352,114352,0
355030837000069,SP1,53200,53200,0
355030858000224,SP1,106706,106706,0
355030855000016,SP1,71018,71018,0
355030881000166,SP1,96126,96126,0
355030876000356,SP1,79915,79915,0
355030876000372,SP1,83160,83160,0
